rating,book_title,book_author,year_of_publication,publisher,Category
0,The Corrections: A Novel,Jonathan Franzen,2002.0,Picador USA,fiction
0,A Time to Kill,JOHN GRISHAM,1992.0,Dell,fiction
10,Harry Potter and the Sorcerer's Stone (Book 1),J. K. Rowling,1998.0,Scholastic,juvenile fiction
0,"The Vampire Lestat (Vampire Chronicles, Book II)",ANNE RICE,1986.0,Ballantine Books,horror tales
0,B Is for Burglar (Kinsey Millhone Mysteries (Paperback)),Sue Grafton,1986.0,Bantam,fiction
0,Unspeakable,Sandra Brown,1999.0,Warner Books,fiction
10,A Widow for One Year,JOHN IRVING,1999.0,Ballantine Books,fiction
10,The Diary of Ellen Rimbauer: My Life at Rose Red,Ellen Rimbauer,2002.0,Hyperion Press,fiction
0,Bee Season: A Novel,Myla Goldberg,2001.0,Anchor Books/Doubleday,fiction
0,Prodigal Summer,Barbara Kingsolver,2000.0,HarperCollins,fiction
0,H Is for Homicide (Kinsey Millhone Mysteries (Paperback)),Sue Grafton,1993.0,Fawcett Books,fiction
6,Wild Animus,Rich Shapero,2004.0,Too Far,fiction
0,Atonement : A Novel,IAN MCEWAN,2003.0,Anchor,fiction
0,The Runaway Jury,JOHN GRISHAM,1996.0,Doubleday,fiction
0,The Chamber,John Grisham,1995.0,Dell Publishing Company,fiction
9,The Andromeda Strain,MICHAEL CRICHTON,1992.0,Ballantine Books,fiction
5,The Hours: A Novel,Michael Cunningham,2002.0,Picador,fiction
0,Primary Colors: A Novel of Politics,Anonymous,1996.0,Warner Books,fiction
7,Moonlight Becomes You,Mary Higgins Clark,1997.0,Pocket,fiction
5,Wild Animus,Rich Shapero,2004.0,Too Far,fiction
0,The Crimson Petal and the White,Michel Faber,2002.0,Harcourt,fiction
9,The Murder Book,Jonathan Kellerman,2003.0,Ballantine Books,fiction
7,Time And Again,Nora Roberts,2001.0,Silhouette,fiction
0,Fast Women,Jennifer Crusie,2002.0,St. Martin's Press,fiction
0,Turtle Moon,Alice Hoffman,1993.0,Berkley Publishing Group,fiction
0,Left Behind: A Novel of the Earth's Last Days (Left Behind No. 1),Tim Lahaye,1996.0,Tyndale House Publishers,rapture (christian eschatology)
0,Digital Fortress : A Thriller,Dan Brown,2000.0,St. Martin's Griffin,fiction
0,1st to Die: A Novel,James Patterson,2002.0,Warner Vision,fiction
0,Confessions of a Shopaholic (Summer Display Opportunity),SOPHIE KINSELLA,2001.0,Delta,fiction
0,Seize the Night,DEAN KOONTZ,1999.0,Bantam,fiction
9,Chocolat,Joanne Harris,2000.0,Black Swan,chocolate
0,Touching Evil,Kay Hooper,2001.0,Bantam Books,fiction
6,A Is for Alibi (Kinsey Millhone Mysteries (Paperback)),SUE GRAFTON,1987.0,Bantam,fiction
0,Wild Animus,Rich Shapero,2004.0,Too Far,fiction
8,Midnight in the Garden of Good and Evil: A Savannah Story,John Berendt,1994.0,Random House,history
0,Snow Falling on Cedars,David Guterson,1995.0,Vintage Books USA,fiction
0,The Devil Wears Prada : A Novel,LAUREN WEISBERGER,2003.0,Doubleday,fiction
0,Prey,Michael Crichton,2003.0,Avon Books,fiction
0,Body of Evidence (Kay Scarpetta Mysteries (Paperback)),Patricia D. Cornwell,1992.0,Avon,fiction
0,The Poisonwood Bible,Barbara Kingsolver,1999.0,HarperCollins,fiction
0,Rainbow Six,Tom Clancy,2004.0,Berkley Publishing Group,fiction
0,Little Altars Everywhere: A Novel,Rebecca Wells,1996.0,Perennial,fiction
8,Bridget Jones's Diary,Helen Fielding,1999.0,Penguin Books,fiction
0,The Celestine Prophecy (Celestine Prophecy),James Redfield,1994.0,Warner Books,fiction
0,Animal Farm,George Orwell,2004.0,Signet,fiction
0,The Winner,David Baldacci,1998.0,Warner Vision,fiction
0,A Heartbreaking Work of Staggering Genius,Dave Eggers,2001.0,Vintage Books USA,biography & autobiography
0,The Horse Whisperer,Nicholas Evans,1996.0,Dell,fiction
10,Outlander,DIANA GABALDON,1992.0,Dell,fiction
0,Island of the Blue Dolphins,SCOTT O'DELL,1971.0,Random House Children's Books,juvenile fiction
0,Here on Earth,Alice Hoffman,1998.0,Berkley Publishing Group,fiction
7,The Queen of the Damned (Vampire Chronicles (Paperback)),Anne Rice,1993.0,Ballantine Books,fiction
8,The God of Small Things,Arundhati Roy,1998.0,Perennial,fiction
0,The Book of Ruth (Oprah's Book Club (Paperback)),Jane Hamilton,1990.0,Anchor,middle west
0,Restaurant At the End of the Universe,Douglas Adams,1994.0,Pan Books Ltd,"dent, arthur (fictitious character)"
10,Total Control,David Baldacci,1997.0,Warner Books,fiction
0,Time And Again,Nora Roberts,2001.0,Silhouette,fiction
0,How to Be Good,Nick Hornby,2002.0,Riverhead Books,fiction
5,The Dark Half,Stephen King,1994.0,Signet Book,fiction
0,The Princess Diaries,Meg Cabot,2001.0,HarperTrophy,juvenile fiction
8,Daddy's Little Girl,Mary Higgins Clark,2002.0,Simon & Schuster,fiction
6,Full Tilt (Janet Evanovich's Full Series),Janet Evanovich,2003.0,St. Martin's Paperbacks,fiction
0,The Testament,John Grisham,1999.0,Dell,fiction
6,Wild Animus,Rich Shapero,2004.0,Too Far,fiction
7,To the Nines: A Stephanie Plum Novel,Janet Evanovich,2003.0,St. Martin's Press,fiction
0,The Divine Secrets of the Ya-Ya Sisterhood: A Novel,Rebecca Wells,2002.0,HarperTorch,fiction
8,The Five People You Meet in Heaven,Mitch Albom,2003.0,Hyperion,fiction
5,The Burden of Proof,Scott Turow,1991.0,Warner Books,fiction
9,The Thorn Birds,Colleen McCullough,1978.0,Avon,fiction
0,Circle of Friends,Maeve Binchy,1991.0,Dell,fiction
0,E Is for Evidence: A Kinsey Millhone Mystery (Kinsey Millhone Mysteries (Paperback)),Sue Grafton,1989.0,Bantam,fiction
0,A Civil Action,JONATHAN HARR,1996.0,Vintage,law
0,The Rainmaker,JOHN GRISHAM,1996.0,Dell,fiction
0,Scarlet Feather,Maeve Binchy,2002.0,Signet Book,fiction
0,To Kill a Mockingbird,Harper Lee,1988.0,Little Brown & Company,fiction
9,A Patchwork Planet,ANNE TYLER,2001.0,Ballantine Books,fiction
10,Outlander,DIANA GABALDON,1992.0,Dell,fiction
0,Congo,Michael Crichton,1995.0,Ballantine Books,fiction
7,The Cider House Rules,John Irving,1994.0,Ballantine Books,fiction
9,To Kill a Mockingbird,Harper Lee,1988.0,Little Brown & Company,fiction
10,Angela's Ashes (MMP) : A Memoir,Frank McCourt,1999.0,Scribner,biography & autobiography
0,Insomnia,Stephen King,1995.0,Signet Book,fiction
0,Confessions of an Ugly Stepsister : A Novel,Gregory Maguire,2000.0,Regan Books,fiction
0,The Green Mile,Stephen King,1999.0,Pocket,fiction
0,"Girl, Interrupted",SUSANNA KAYSEN,1994.0,Vintage,biography & autobiography
0,Song of Solomon (Oprah's Book Club (Paperback)),Toni Morrison,1987.0,Plume Books,fiction
0,The Color of Water: A Black Man's Tribute to His White Mother,James McBride,1997.0,Riverhead Books,biography & autobiography
0,The Curious Incident of the Dog in the Night-Time (Today Show Book Club #13),Mark Haddon,2003.0,Doubleday,fiction
0,Chocolat,Joanne Harris,2000.0,Penguin Books,fiction
0,The Last Precinct,Patricia Daniels Cornwell,2000.0,Putnam Publishing Group,materia medica
0,Memoirs of a Geisha Uk,Arthur Golden,1994.0,Trafalgar Square,geishas
5,The Last Precinct,Patricia Cornwell,2001.0,Berkley Publishing Group,fiction
0,Bridget Jones's Diary,Helen Fielding,1999.0,Penguin Books,fiction
0,Fingersmith,Sarah Waters,2002.0,Riverhead Books,fiction
9,The Da Vinci Code,Dan Brown,2003.0,Doubleday,fiction
0,The Street Lawyer,JOHN GRISHAM,1999.0,Dell,fiction
0,The Nanny Diaries: A Novel,Emma McLaughlin,2002.0,St. Martin's Press,fiction
10,Life of Pi,Yann Martel,2002.0,Harcourt,fiction
4,Interview with the Vampire,Anne Rice,1993.0,Ballantine Books,fiction
0,Remember Me,Mary Higgins Clark,1995.0,Pocket,fiction
9,Fahrenheit 451,RAY BRADBURY,1987.0,Del Rey,fiction
0,The Testament,John Grisham,1999.0,Doubleday Books,fiction
0,A Walk to Remember,Nicholas Sparks,2000.0,Warner Books,fiction
0,The Rainmaker,JOHN GRISHAM,1996.0,Dell,fiction
0,The Bachelor (Warner Books Contemporary Romance),Carly Phillips,2002.0,Warner Forever,fiction
0,Pretend You Don't See Her,Mary Higgins Clark,1998.0,Pocket,fiction
0,Angela's Ashes: A Memoir,Frank McCourt,1999.0,Scribner,biography & autobiography
0,Wild Animus,Rich Shapero,2004.0,Too Far,fiction
0,True Blue,Luanne Rice,2002.0,Bantam Books,fiction
0,Charlotte's Web (Trophy Newbery),E. B. White,1974.0,HarperTrophy,juvenile fiction
0,Stranger in a Strange Land (Remembering Tomorrow),Robert A. Heinlein,1995.0,ACE Charter,fiction
7,Secret History,DONNA TARTT,1993.0,Ballantine Books,fiction
8,The Surgeon,TESS GERRITSEN,2002.0,Ballantine Books,fiction
0,Saving Faith,David Baldacci,2000.0,Warner Vision,fiction
7,Left Behind: A Novel of the Earth's Last Days (Left Behind No. 1),Tim Lahaye,1996.0,Tyndale House Publishers,rapture (christian eschatology)
0,The Villa,Nora Roberts,2002.0,Jove Books,fiction
0,The Cider House Rules,John Irving,1994.0,Ballantine Books,fiction
0,The Catcher in the Rye,J.D. Salinger,1991.0,"Little, Brown",fiction
7,Airframe,Michael Crichton,1997.0,Ballantine Books,fiction
0,Shadowfires,Dean R. Koontz,1994.0,Berkley Publishing Group,fiction
0,Lasher: Lives of the Mayfair Witches (Lives of the Mayfair Witches),Anne Rice,1995.0,Ballantine Books,fiction
8,The Andromeda Strain,MICHAEL CRICHTON,1992.0,Ballantine Books,fiction
5,A Confederacy of Dunces (Evergreen Book),John Kennedy Toole,1987.0,Grove Press,fiction
0,The Divine Secrets of the Ya-Ya Sisterhood: A Novel,Rebecca Wells,2002.0,HarperTorch,fiction
2,Wild Animus,Rich Shapero,2004.0,Too Far,fiction
7,Along Came a Spider (Alex Cross Novels),James Patterson,1993.0,Warner Books,fiction
9,Prey,Michael Crichton,2003.0,Avon Books,fiction
0,Hemlock Bay,Catherine Coulter,2002.0,Jove Books,fiction
6,Congo,Michael Crichton,1995.0,Ballantine Books,fiction
0,Balzac and the Little Chinese Seamstress : A Novel,DAI SIJIE,2002.0,Anchor,fiction
0,Songs in Ordinary Time (Oprah's Book Club (Paperback)),Mary McGarry Morris,1996.0,Penguin Books,fiction
10,Harry Potter and the Goblet of Fire (Book 4),J. K. Rowling,2000.0,Scholastic,juvenile fiction
0,Daughter of Fortune: A Novel,Isabel Allende,2001.0,HarperTorch,fiction
0,The Sweet Potato Queens' Book of Love,JILL CONNER BROWNE,1999.0,Three Rivers Press,family & relationships
6,The Princess Diaries,Meg Cabot,2001.0,HarperTrophy,juvenile fiction
0,Good in Bed,Jennifer Weiner,2002.0,Washington Square Press,fiction
0,The No. 1 Ladies' Detective Agency (Today Show Book Club #8),Alexander McCall Smith,2003.0,Anchor,fiction
0,Chocolat,Joanne Harris,2000.0,Penguin Books,fiction
8,Peace Like a River,Leif Enger,2002.0,Grove Press,fiction
0,Hideaway,Dean R. Koontz,1992.0,Berkley Publishing Group,fiction
8,The Valley of Horses,JEAN M. AUEL,1984.0,Bantam,fiction
0,A Confederacy of Dunces (Evergreen Book),John Kennedy Toole,1987.0,Grove Press,fiction
0,Wild Animus,Rich Shapero,2004.0,Too Far,fiction
8,Bridget Jones's Diary,Helen Fielding,1998.0,Viking Books,fiction
10,Shopaholic Ties the Knot,Sophie Kinsella,2003.0,Delta,fiction
8,The Reader,Bernhard Schlink,1999.0,Vintage Books USA,fiction
8,While I Was Gone,Sue Miller,1999.0,Ballantine Books,fiction
0,Rose Madder,Stephen King,2004.0,Signet Book,fiction
0,The Laws of Our Fathers,Scott Turow,1997.0,Warner Books,fiction
0,The Bad Place,Dean R. Koontz,1994.0,Berkley Publishing Group,fiction
0,Along Came a Spider (Alex Cross Novels),James Patterson,1993.0,Warner Books,fiction
0,Middlesex: A Novel,Jeffrey Eugenides,2003.0,Picador,fiction
0,"The Vampire Lestat (Vampire Chronicles, Book II)",ANNE RICE,1986.0,Ballantine Books,horror tales
9,The Book of Ruth (Oprah's Book Club (Paperback)),Jane Hamilton,1990.0,Anchor,middle west
8,Rising Sun,MICHAEL CRICHTON,1992.0,Ballantine Books,fiction
10,Lord of the Flies,William Gerald Golding,1959.0,Perigee Trade,fiction
0,The Samurai's Garden : A Novel,Gail Tsukiyama,1996.0,St. Martin's Griffin,fiction
9,One True Thing,Anna Quindlen,1995.0,Dell,fiction
9,Wicked: The Life and Times of the Wicked Witch of the West,Gregory Maguire,1996.0,Regan Books,fiction
7,Girl with a Pearl Earring,Tracy Chevalier,2001.0,Plume Books,fiction
8,Contact,Carl Sagan,1997.0,Pocket,fiction
10,Left Behind: A Novel of the Earth's Last Days (Left Behind No. 1),Tim Lahaye,1996.0,Tyndale House Publishers,rapture (christian eschatology)
8,Chocolat,Joanne Harris,2000.0,Penguin Books,fiction
0,The Hunt for Red October,Tom Clancy,1990.0,Berkley Publishing Group,fiction
0,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),J. K. Rowling,1999.0,Arthur A. Levine Books,juvenile fiction
0,Red Rabbit,Tom Clancy,2003.0,Berkley Publishing Group,fiction
0,Hard Time (V.I. Warshawski Novels (Paperback)),SARA PARETSKY,2000.0,Dell,fiction
0,The Hours : A Novel,Michael Cunningham,2000.0,Picador,fiction
0,I Know This Much Is True (Oprah's Book Club),Wally Lamb,1998.0,Regan Books,fiction
0,Chromosome 6,Robin Cook,2000.0,Berkley Publishing Group,fiction
5,The Saving Graces: A Novel,Patricia Gaffney,2000.0,HarperTorch,fiction
0,The Last Time They Met : A Novel,Anita Shreve,2002.0,Back Bay Books,fiction
6,Postmortem,Patricia Daniels Cornwell,1993.0,Harper Mass Market Paperbacks (Mm),detective and mystery stories
10,Divine Secrets of the Ya-Ya Sisterhood: A Novel,Rebecca Wells,1997.0,Perennial,fiction
0,Harry Potter and the Order of the Phoenix (Book 5),J. K. Rowling,2003.0,Scholastic,juvenile fiction
0,Seinlanguage,Jerry Seinfeld,1995.0,Bantam Books,humor
6,Fine Things,Danielle Steel,1988.0,Dell,fiction
8,The Killer Angels,Michael Shaara,1993.0,Ballantine Books,fiction
0,The Lost Boy: A Foster Child's Search for the Love of a Family,Dave Pelzer,1997.0,Health Communications,biography & autobiography
8,The Hunt for Red October,Tom Clancy,1990.0,Berkley Publishing Group,fiction
0,The First Counsel,Brad Meltzer,2001.0,Warner Vision,fiction
6,How to Make an American Quilt,Whitney Otto,1992.0,Ballantine Books,fiction
0,Blood Work,Michael Connelly,1998.0,Warner Books,fiction
7,"Girl, Interrupted",SUSANNA KAYSEN,1994.0,Vintage,biography & autobiography
0,The Eyre Affair: A Novel,Jasper Fforde,2003.0,Penguin Books,fiction
8,A Kiss of Shadows (Meredith Gentry Novels (Paperback)),LAURELL K. HAMILTON,2002.0,Ballantine Books,fiction
0,Wild Animus,Rich Shapero,2004.0,Too Far,fiction
7,Here on Earth,Alice Hoffman,1998.0,Berkley Publishing Group,fiction
0,Bleachers,John Grisham,2003.0,Doubleday,fiction
0,Politika (Tom Clancy's Power Plays (Paperback)),Tom Clancy,1999.0,Berkley Publishing Group,fiction
0,The Sum of All Fears (Jack Ryan Novels),Tom Clancy,1996.0,Berkley Publishing Group,intelligence service
0,Slow Waltz in Cedar Bend,Robert James Waller,1993.0,Warner Books,fiction
0,Dreamcatcher,Stephen King,2003.0,Pocket,fiction
0,A Thousand Acres (Ballantine Reader's Circle),JANE SMILEY,1992.0,Ballantine Books,fiction
0,How to Be Good,Nick Hornby,2002.0,Riverhead Books,fiction
0,Confessions of a Shopaholic (Summer Display Opportunity),SOPHIE KINSELLA,2001.0,Delta,fiction
9,"Ahab's Wife: Or, The Star-Gazer: A Novel",Sena Jeter Naslund,2000.0,Perennial,fiction
0,Northern Lights (His Dark Materials S.),Philip Pullman,1998.0,Scholastic Point,arctic regions
0,The Lost World,Michael Crichton,1996.0,Ballantine Books,fiction
0,Reading Lolita in Tehran: A Memoir in Books,Azar Nafisi,2003.0,Random House Trade Paperbacks,biography & autobiography
0,The Rapture of Canaan,Sheri Reynolds,1997.0,Berkley Publishing Group,fiction
0,The Brethren,John Grisham,2000.0,Island,fiction
0,Kaleidoscope,Danielle Steel,1988.0,Dell,fiction
0,You Belong To Me,Mary Higgins Clark,1999.0,Pocket Books,fiction
0,Remember Me,Mary Higgins Clark,1995.0,Pocket,fiction
0,Eyes of a Child,Richard North Patterson,1996.0,Ballantine Books,fiction
0,Gone But Not Forgotten,PHILLIP M. MARGOLIN,1994.0,Bantam,fiction
9,From a Buick 8 : A Novel,Stephen King,2002.0,Scribner,fiction
0,Fahrenheit 451,RAY BRADBURY,1987.0,Del Rey,fiction
5,"Loves Music, Loves to Dance",Mary Higgins Clark,1992.0,Pocket,fiction
8,Balzac and the Little Chinese Seamstress : A Novel,DAI SIJIE,2002.0,Anchor,fiction
0,The Thorn Birds,Colleen McCullough,1978.0,Avon,fiction
9,Middlesex: A Novel,Jeffrey Eugenides,2002.0,"Farrar, Straus and Giroux",fiction
0,Wild Animus,Rich Shapero,2004.0,Too Far,fiction
7,Ishmael: An Adventure of the Mind and Spirit,Daniel Quinn,1995.0,Bantam,fiction
7,The Street Lawyer,JOHN GRISHAM,1999.0,Dell,fiction
0,The Bonfire of the Vanities,Tom Wolfe,1988.0,Bantam Books,fiction
0,Under the Tuscan Sun,Frances Mayes,1997.0,Broadway,travel
6,The Summons,John Grisham,2002.0,Dell Publishing Company,fiction
5,Silent Prey,John Sandford,2000.0,Berkley Publishing Group,fiction
0,"Welcome to the World, Baby Girl!",Fannie Flagg,1999.0,Ballantine Books,fiction
0,I Is for Innocent,Sue Grafton,1994.0,Fawcett Books,fiction
0,Zen and the Art of Motorcycle Maintenance: An Inquiry into Values,ROBERT PIRSIG,1984.0,Bantam,fathers and sons
0,Wild Animus,Rich Shapero,2004.0,Too Far,fiction
0,1st to Die: A Novel,James Patterson,2002.0,Warner Vision,fiction
8,To Kill a Mockingbird,Harper Lee,1988.0,Little Brown & Company,fiction
0,Where or When  : A Novel,Anita Shreve,1999.0,Harvest Books,fiction
0,Wild Animus,Rich Shapero,2004.0,Too Far,fiction
8,How to Be Good,Nick Hornby,2002.0,Riverhead Books,fiction
0,Cry Wolf,TAMI HOAG,1993.0,Bantam,fiction
5,Harry Potter and the Sorcerer's Stone (Book 1),J. K. Rowling,1998.0,Scholastic,juvenile fiction
8,To Kill a Mockingbird,Harper Lee,1988.0,Little Brown & Company,fiction
0,Face the Fire (Three Sisters Island Trilogy),Nora Roberts,2002.0,Jove Books,fiction
0,The Pillars of the Earth,Ken Follett,1996.0,Signet Book,fiction
0,The Surgeon,TESS GERRITSEN,2002.0,Ballantine Books,fiction
0,1984,George Orwell,1990.0,Signet Book,london (england)
0,"Dude, Where's My Country?",Michael Moore,2003.0,Warner Books,humor
9,Eyes of a Child,Richard North Patterson,1996.0,Ballantine Books,fiction
0,Kaleidoscope,Danielle Steel,1988.0,Dell,fiction
8,Rose Madder,Stephen King,2004.0,Signet Book,fiction
0,Left Behind: A Novel of the Earth's Last Days (Left Behind No. 1),Tim Lahaye,1996.0,Tyndale House Publishers,rapture (christian eschatology)
8,The Tao of Pooh,Benjamin Hoff,1983.0,Penguin Books,humor
4,Bee Season: A Novel,Myla Goldberg,2001.0,Anchor Books/Doubleday,fiction
0,How to Be Good,Nick Hornby,2002.0,Riverhead Books,fiction
4,Wild Animus,Rich Shapero,2004.0,Too Far,fiction
0,Ashes to Ashes,TAMI HOAG,2000.0,Bantam,fiction
0,Bridget Jones's Diary,Helen Fielding,2001.0,Penguin Putnam,fiction
0,Shopaholic Takes Manhattan (Summer Display Opportunity),Sophie Kinsella,2002.0,Delta,fiction
0,Nightmares & Dreamscapes,Stephen King,2004.0,Signet Book,fiction
9,The Witching Hour (Lives of the Mayfair Witches),ANNE RICE,1993.0,Ballantine Books,fiction
0,It Was on Fire When I Lay Down on It,Robert Fulghum,1993.0,Ivy Books,literary collections
0,Where Are the Children?,Mary Higgins Clark,1992.0,Pocket,fiction
0,The Poisonwood Bible,Barbara Kingsolver,1999.0,HarperCollins,fiction
0,The Jury,Steve Martini,2002.0,Jove Books,fiction
0,Eyes of Prey,John Sandford,2004.0,Berkley Publishing Group,fiction
0,The Alchemist: A Fable About Following Your Dream,Paulo Coelho,1995.0,HarperSanFrancisco,fiction
0,Chocolat,Joanne Harris,2000.0,Black Swan,chocolate
0,The Five People You Meet in Heaven,Mitch Albom,2003.0,Hyperion,fiction
7,Q Is for Quarry,Sue Grafton,2003.0,Berkley Publishing Group,fiction
6,One True Thing,Anna Quindlen,1995.0,Dell,fiction
10,Black and Blue : A Novel,ANNA QUINDLEN,1998.0,Random House,fiction
0,White Oleander : A Novel,Janet Fitch,2001.0,"Little, Brown",fiction
0,Of Mice and Men (Penguin Great Books of the 20th Century),John Steinbeck,1993.0,Penguin Books,fiction
0,The Lost World,Michael Crichton,1996.0,Ballantine Books,fiction
2,Pride and Prejudice,Jane Austen,1981.0,Bantam,fiction
8,Bridget Jones's Diary,Helen Fielding,1999.0,Penguin Books,fiction
0,Two for the Dough,Janet Evanovich,1996.0,Pocket,fiction
7,The Reader,Bernhard Schlink,1999.0,Vintage Books USA,fiction
10,How Stella Got Her Groove Back,Terry McMillan,1997.0,Signet Book,fiction
0,Blessings,ANNA QUINDLEN,2002.0,Random House,fiction
0,A Map of the World,Jane Hamilton,1999.0,Anchor Books/Doubleday,fiction
