isbn;book_title;book_author;year_of_publication;publisher;img_l;Language;Category
0425162443;The Rapture of Canaan;Sheri Reynolds;1997.0;Berkley Publishing Group;http://images.amazon.com/images/P/0425162443.01.LZZZZZZZ.jpg;en;['Fiction']
0515132020;Heaven and Earth (Three Sisters Island Trilogy);Nora Roberts;2003.0;Jove Books;http://images.amazon.com/images/P/0515132020.01.LZZZZZZZ.jpg;9;9
038079487X;What Looks Like Crazy On An Ordinary Day;Pearl Cleage;1998.0;Perennial;http://images.amazon.com/images/P/038079487X.01.LZZZZZZZ.jpg;en;['Fiction']
0060926317;Mutant Message Down Under;Marlo Morgan;1995.0;Perennial;http://images.amazon.com/images/P/0060926317.01.LZZZZZZZ.jpg;9;9
0312421273;The Corrections: A Novel;Jonathan Franzen;2002.0;Picador USA;http://images.amazon.com/images/P/0312421273.01.LZZZZZZZ.jpg;en;['Fiction']
0440241162;Nerd in Shining Armor;Vicki Lewis Thompson;2003.0;Dell Publishing Company;http://images.amazon.com/images/P/0440241162.01.LZZZZZZZ.jpg;en;['Fiction']
0156007754;Blindness (Harvest Book);Jose Saramago;1999.0;Harvest Books;http://images.amazon.com/images/P/0156007754.01.LZZZZZZZ.jpg;en;['Fiction']
0064407675;The Reptile Room (A Series of Unfortunate Events, Book 2);Lemony Snicket;1999.0;HarperCollins;http://images.amazon.com/images/P/0064407675.01.LZZZZZZZ.jpg;en;['Juvenile Fiction']
0441304834;Guilty Pleasures (Anita Blake Vampire Hunter (Paperback));Laurell K. Hamilton;1995.0;Ace Books;http://images.amazon.com/images/P/0441304834.01.LZZZZZZZ.jpg;9;9
0553571818;Long After Midnight;IRIS JOHANSEN;1997.0;Bantam;http://images.amazon.com/images/P/0553571818.01.LZZZZZZZ.jpg;en;['Fiction']
0553573403;A Game of Thrones (A Song of Ice and Fire, Book 1);George R.R. Martin;1997.0;Spectra Books;http://images.amazon.com/images/P/0553573403.01.LZZZZZZZ.jpg;en;['Fiction']
0375760911;The Idiot Girls' Action Adventure Club;Laurie Notaro;2002.0;Villard Books;http://images.amazon.com/images/P/0375760911.01.LZZZZZZZ.jpg;en;['Biography & Autobiography']
0060929871;Brave New World;Aldous Huxley;1998.0;Perennial;http://images.amazon.com/images/P/0060929871.01.LZZZZZZZ.jpg;9;9
0140042598;On the Road;Jack Kerouac;1991.0;Penguin Books;http://images.amazon.com/images/P/0140042598.01.LZZZZZZZ.jpg;9;9
0374129983;The Corrections;Jonathan Franzen;2001.0;Farrar Straus & Giroux;http://images.amazon.com/images/P/0374129983.01.LZZZZZZZ.jpg;en;['Fiction']
0375500510;Black and Blue : A Novel;ANNA QUINDLEN;1998.0;Random House;http://images.amazon.com/images/P/0375500510.01.LZZZZZZZ.jpg;en;['Fiction']
0375502238;Blessings;ANNA QUINDLEN;2002.0;Random House;http://images.amazon.com/images/P/0375502238.01.LZZZZZZZ.jpg;en;['Fiction']
0375506039;Open House;Elizabeth Berg;2000.0;Random House Trade;http://images.amazon.com/images/P/0375506039.01.LZZZZZZZ.jpg;9;9
0385502532;Drowning Ruth;Christina Schwarz;2000.0;Doubleday;http://images.amazon.com/images/P/0385502532.01.LZZZZZZZ.jpg;9;9
0452280621;Beloved;Toni Morrison;1998.0;Plume Books;http://images.amazon.com/images/P/0452280621.01.LZZZZZZZ.jpg;en;['Fiction']
0452282829;We Were the Mulvaneys;Joyce Carol Oates;1996.0;Plume;http://images.amazon.com/images/P/0452282829.01.LZZZZZZZ.jpg;en;['Fiction']
0553275976;The Bonfire of the Vanities;Tom Wolfe;1988.0;Bantam Books;http://images.amazon.com/images/P/0553275976.01.LZZZZZZZ.jpg;en;['Fiction']
1576737330;The Prayer of Jabez: Breaking Through to the Blessed Life;Bruce Wilkinson;2000.0;Multnomah;http://images.amazon.com/images/P/1576737330.01.LZZZZZZZ.jpg;en;['Religion']
0449219461;H Is for Homicide (Kinsey Millhone Mysteries (Paperback));Sue Grafton;1993.0;Fawcett Books;http://images.amazon.com/images/P/0449219461.01.LZZZZZZZ.jpg;en;['Fiction']
0451156609;The Tommyknockers;Stephen King;1994.0;Signet Book;http://images.amazon.com/images/P/0451156609.01.LZZZZZZZ.jpg;en;['Fiction']
0451176464;Gerald's Game;Stephen King;2001.0;Signet Book;http://images.amazon.com/images/P/0451176464.01.LZZZZZZZ.jpg;en;['Fiction']
0451186362;Rose Madder;Stephen King;2004.0;Signet Book;http://images.amazon.com/images/P/0451186362.01.LZZZZZZZ.jpg;en;['Fiction']
1573227331;About a Boy;Nick Hornby;1999.0;Riverhead Books;http://images.amazon.com/images/P/1573227331.01.LZZZZZZZ.jpg;9;9
080411918X;A Patchwork Planet;ANNE TYLER;2001.0;Ballantine Books;http://images.amazon.com/images/P/080411918X.01.LZZZZZZZ.jpg;en;['Fiction']
0066214122;Prey: A Novel;Michael Crichton;2002.0;HarperCollins;http://images.amazon.com/images/P/0066214122.01.LZZZZZZZ.jpg;en;['Fiction']
0446604275;Primary Colors: A Novel of Politics;Anonymous;1996.0;Warner Books;http://images.amazon.com/images/P/0446604275.01.LZZZZZZZ.jpg;en;['Fiction']
0440202043;Shell Seekers;Rosamunde Pilcher;1996.0;Dell;http://images.amazon.com/images/P/0440202043.01.LZZZZZZZ.jpg;9;9
0399150897;Blow Fly: A Scarpetta Novel;Patricia Cornwell;2003.0;Putnam Publishing Group;http://images.amazon.com/images/P/0399150897.01.LZZZZZZZ.jpg;en;['Fiction']
074322535X;Gap Creek: The Story of a Marriage;Robert Morgan;2001.0;Touchstone;http://images.amazon.com/images/P/074322535X.01.LZZZZZZZ.jpg;9;9
0316693286;Pop Goes the Weasel;James Patterson;1999.0;Replica Books;http://images.amazon.com/images/P/0316693286.01.LZZZZZZZ.jpg;9;9
038550926X;The Devil Wears Prada : A Novel;LAUREN WEISBERGER;2003.0;Doubleday;http://images.amazon.com/images/P/038550926X.01.LZZZZZZZ.jpg;en;['Fiction']
0671004530;On the Street Where You Live;Mary Higgins Clark;2002.0;Pocket;http://images.amazon.com/images/P/0671004530.01.LZZZZZZZ.jpg;9;9
0060959037;Prodigal Summer: A Novel;Barbara Kingsolver;2001.0;Perennial;http://images.amazon.com/images/P/0060959037.01.LZZZZZZZ.jpg;9;9
0316780375;The Weight of Water : A Novel Tag: Author of Resistance and Strange Fits of Passion;Anita Shreve;1998.0;Back Bay Books;http://images.amazon.com/images/P/0316780375.01.LZZZZZZZ.jpg;9;9
0312244266;Winter Solstice;Rosamunde Pilcher;2000.0;Thomas Dunne Books;http://images.amazon.com/images/P/0312244266.01.LZZZZZZZ.jpg;en;['Fiction']
034540761X;The Final Judgment;Richard North Patterson;1997.0;Ballantine Books;http://images.amazon.com/images/P/034540761X.01.LZZZZZZZ.jpg;en;['Fiction']
0140177396;Of Mice and Men (Penguin Great Books of the 20th Century);John Steinbeck;1993.0;Penguin Books;http://images.amazon.com/images/P/0140177396.01.LZZZZZZZ.jpg;en;['Fiction']
031242227X;Running with Scissors: A Memoir;Augusten Burroughs;2003.0;Picador USA;http://images.amazon.com/images/P/031242227X.01.LZZZZZZZ.jpg;9;9
038549081X;The Handmaid's Tale : A Novel;Margaret Atwood;1998.0;Anchor;http://images.amazon.com/images/P/038549081X.01.LZZZZZZZ.jpg;9;9
042516098X;Hornet's Nest;Patricia Daniels Cornwell;1998.0;Berkley Publishing Group;http://images.amazon.com/images/P/042516098X.01.LZZZZZZZ.jpg;en;['Fiction']
0446613266;Four Blind Mice;James Patterson;2003.0;Warner Books;http://images.amazon.com/images/P/0446613266.01.LZZZZZZZ.jpg;9;9
0552998486;Chocolat;Joanne Harris;2000.0;Black Swan;http://images.amazon.com/images/P/0552998486.01.LZZZZZZZ.jpg;en;['Chocolate']
0441005489;Redwall (Redwall, Book 1);Brian Jacques;1998.0;Ace Books;http://images.amazon.com/images/P/0441005489.01.LZZZZZZZ.jpg;en;['Juvenile Fiction']
0440180295;Slaughterhouse Five or the Children's Crusade: A Duty Dance With Death;Kurt Vonnegut;1991.0;Laurel;http://images.amazon.com/images/P/0440180295.01.LZZZZZZZ.jpg;9;9
0449003795;P Is for Peril;Sue Grafton;2002.0;Ballantine Books;http://images.amazon.com/images/P/0449003795.01.LZZZZZZZ.jpg;en;['Fiction']
044651862X;The Celestine Prophecy (Celestine Prophecy);James Redfield;1994.0;Warner Books;http://images.amazon.com/images/P/044651862X.01.LZZZZZZZ.jpg;en;['Fiction']
042513525X;Hideaway;Dean R. Koontz;1992.0;Berkley Publishing Group;http://images.amazon.com/images/P/042513525X.01.LZZZZZZZ.jpg;en;['Fiction']
1400031354;Tears of the Giraffe (No.1 Ladies Detective Agency);Alexander McCall Smith;2002.0;Anchor;http://images.amazon.com/images/P/1400031354.01.LZZZZZZZ.jpg;en;['Fiction']
0425170349;Rainbow Six;Tom Clancy;2004.0;Berkley Publishing Group;http://images.amazon.com/images/P/0425170349.01.LZZZZZZZ.jpg;en;['Fiction']
0446608955;A Walk to Remember;Nicholas Sparks;2000.0;Warner Books;http://images.amazon.com/images/P/0446608955.01.LZZZZZZZ.jpg;en;['Fiction']
0440414806;Holes (Yearling Newbery);LOUIS SACHAR;2000.0;Yearling;http://images.amazon.com/images/P/0440414806.01.LZZZZZZZ.jpg;9;9
014038572X;The Outsiders (Now in Speak!);S. E. Hinton;1997.0;Puffin Books;http://images.amazon.com/images/P/014038572X.01.LZZZZZZZ.jpg;en;['Juvenile Fiction']
0440241073;The Summons;John Grisham;2002.0;Dell Publishing Company;http://images.amazon.com/images/P/0440241073.01.LZZZZZZZ.jpg;en;['Fiction']
0451190491;The Two Dead Girls (Green Mile Series);Stephen King;1996.0;Signet Book;http://images.amazon.com/images/P/0451190491.01.LZZZZZZZ.jpg;9;9
0446606324;The Winner;David Baldacci;1998.0;Warner Vision;http://images.amazon.com/images/P/0446606324.01.LZZZZZZZ.jpg;en;['Fiction']
0515132187;The Villa;Nora Roberts;2002.0;Jove Books;http://images.amazon.com/images/P/0515132187.01.LZZZZZZZ.jpg;en;['Fiction']
0446670251;The Virgin Suicides;Jeffrey Eugenides;1994.0;Warner Books;http://images.amazon.com/images/P/0446670251.01.LZZZZZZZ.jpg;9;9
0425154092;From Potter's Field;Patricia Daniels Cornwell;1996.0;Berkley Publishing Group;http://images.amazon.com/images/P/0425154092.01.LZZZZZZZ.jpg;en;['Fiction']
0425179613;It's Not About the Bike: My Journey Back to Life;Lance Armstrong;2001.0;Berkley Publishing Group;http://images.amazon.com/images/P/0425179613.01.LZZZZZZZ.jpg;en;['Biography & Autobiography']
0671014196;The Summerhouse;Jude Deveraux;2002.0;Pocket;http://images.amazon.com/images/P/0671014196.01.LZZZZZZZ.jpg;9;9
0871136791;Cold Mountain;Charles Frazier;1997.0;Atlantic Monthly Press;http://images.amazon.com/images/P/0871136791.01.LZZZZZZZ.jpg;9;9
0553380095;The Heart of a Woman;Maya Angelou;1997.0;Bantam;http://images.amazon.com/images/P/0553380095.01.LZZZZZZZ.jpg;9;9
0385475721;The Blind Assassin;Margaret Atwood;2000.0;Nan A. Talese;http://images.amazon.com/images/P/0385475721.01.LZZZZZZZ.jpg;9;9
014023313X;The Stone Diaries;Carol Shields;1995.0;Penguin Books;http://images.amazon.com/images/P/014023313X.01.LZZZZZZZ.jpg;en;['Fiction']
0312306326;Visions of Sugar Plums;Janet Evanovich;2002.0;St. Martin's Press;http://images.amazon.com/images/P/0312306326.01.LZZZZZZZ.jpg;en;['Fiction']
0312966091;Three To Get Deadly : A Stephanie Plum Novel (A Stephanie Plum Novel);Janet Evanovich;1998.0;St. Martin's Paperbacks;http://images.amazon.com/images/P/0312966091.01.LZZZZZZZ.jpg;en;['Fiction']
031298328X;Full Tilt (Janet Evanovich's Full Series);Janet Evanovich;2003.0;St. Martin's Paperbacks;http://images.amazon.com/images/P/031298328X.01.LZZZZZZZ.jpg;en;['Fiction']
0312983867;Hard Eight : A Stephanie Plum Novel (A Stephanie Plum Novel);Janet Evanovich;2003.0;St. Martin's Paperbacks;http://images.amazon.com/images/P/0312983867.01.LZZZZZZZ.jpg;9;9
0553271636;D Is for Deadbeat (Kinsey Millhone Mysteries (Paperback));Sue Grafton;1988.0;Bantam;http://images.amazon.com/images/P/0553271636.01.LZZZZZZZ.jpg;en;['Fiction']
0671001795;Two for the Dough;Janet Evanovich;1996.0;Pocket;http://images.amazon.com/images/P/0671001795.01.LZZZZZZZ.jpg;en;['Fiction']
0679751521;Midnight in the Garden of Good and Evil;John Berendt;1999.0;Vintage Books USA;http://images.amazon.com/images/P/0679751521.01.LZZZZZZZ.jpg;en;['HISTORY']
0553274295;Where the Red Fern Grows;Wilson Rawls;1984.0;Random House Children's Books;http://images.amazon.com/images/P/0553274295.01.LZZZZZZZ.jpg;en;['Juvenile Fiction']
0316693235;Violets Are Blue;James Patterson;2001.0;Little, Brown;http://images.amazon.com/images/P/0316693235.01.LZZZZZZZ.jpg;9;9
0375413634;The Emperor of Ocean Park (Today Show Book Club #1);Stephen L. Carter;2002.0;Alfred A. Knopf;http://images.amazon.com/images/P/0375413634.01.LZZZZZZZ.jpg;en;['Fiction']
0425121631;Rules of Prey;John Sandford;1992.0;Berkley Publishing Group;http://images.amazon.com/images/P/0425121631.01.LZZZZZZZ.jpg;en;['Fiction']
0679439382;The Little Friend;Donna Tartt;2002.0;Alfred A. Knopf;http://images.amazon.com/images/P/0679439382.01.LZZZZZZZ.jpg;9;9
0804108749;Saint Maybe;ANNE TYLER;1992.0;Ivy Books;http://images.amazon.com/images/P/0804108749.01.LZZZZZZZ.jpg;9;9
0373484429;Reflections And Dreams;Nora Roberts;2001.0;Silhouette;http://images.amazon.com/images/P/0373484429.01.LZZZZZZZ.jpg;en;['Fiction']
0399149325;Portrait of a Killer: Jack the Ripper -- Case Closed;Patricia Cornwell;2002.0;G. P. Putnam's Sons;http://images.amazon.com/images/P/0399149325.01.LZZZZZZZ.jpg;9;9
0425153975;The Eyes of Darkness;Dean R. Koontz;1996.0;Berkley Publishing Group;http://images.amazon.com/images/P/0425153975.01.LZZZZZZZ.jpg;en;['Fiction']
0425178579;Betrayal in Death;Nora Roberts;2001.0;Berkley Publishing Group;http://images.amazon.com/images/P/0425178579.01.LZZZZZZZ.jpg;en;['Fiction']
0446611808;Envy;Sandra Brown;2002.0;Warner Books;http://images.amazon.com/images/P/0446611808.01.LZZZZZZZ.jpg;9;9
0553579983;And Then You Die;Iris Johansen;1998.0;Bantam;http://images.amazon.com/images/P/0553579983.01.LZZZZZZZ.jpg;en;['Fiction']
0156007479;Slammerkin;Emma Donoghue;2002.0;Harvest Books;http://images.amazon.com/images/P/0156007479.01.LZZZZZZZ.jpg;en;['Fiction']
0451206525;Dead Sleep;Greg Iles;2002.0;Signet Book;http://images.amazon.com/images/P/0451206525.01.LZZZZZZZ.jpg;9;9
0345396936;Cry to Heaven;Anne Rice;1995.0;Ballantine Books;http://images.amazon.com/images/P/0345396936.01.LZZZZZZZ.jpg;en;['Fiction']
0312980159;Fast Women;Jennifer Crusie;2002.0;St. Martin's Press;http://images.amazon.com/images/P/0312980159.01.LZZZZZZZ.jpg;en;['Fiction']
0425183971;Reunion in Death;J. D. Robb;2002.0;Berkley Publishing Group;http://images.amazon.com/images/P/0425183971.01.LZZZZZZZ.jpg;en;['Fiction']
0312983271;Full House (Janet Evanovich's Full Series);Janet Evanovich;2002.0;St. Martin's Paperbacks;http://images.amazon.com/images/P/0312983271.01.LZZZZZZZ.jpg;9;9
0446670111;Einstein's Dreams;Alan Lightman;1994.0;Warner Books;http://images.amazon.com/images/P/0446670111.01.LZZZZZZZ.jpg;9;9
0312979096;Now You See Me;Tina Wainscott;2002.0;St. Martin's Paperbacks;http://images.amazon.com/images/P/0312979096.01.LZZZZZZZ.jpg;en;['Fiction']
0425189031;Portrait in Death;Nora Roberts;2003.0;Berkley Publishing Group;http://images.amazon.com/images/P/0425189031.01.LZZZZZZZ.jpg;en;['Fiction']
0451188454;The Bone Collector (Lincoln Rhyme Novels (Paperback));Jeff Deaver;2004.0;Signet Book;http://images.amazon.com/images/P/0451188454.01.LZZZZZZZ.jpg;en;['Fiction']
0553279556;E Is for Evidence: A Kinsey Millhone Mystery (Kinsey Millhone Mysteries (Paperback));Sue Grafton;1989.0;Bantam;http://images.amazon.com/images/P/0553279556.01.LZZZZZZZ.jpg;en;['Fiction']
0553284789;F Is for Fugitive (Kinsey Millhone Mysteries (Paperback));Sue Grafton;1990.0;Bantam;http://images.amazon.com/images/P/0553284789.01.LZZZZZZZ.jpg;en;['Fiction']
0743235150;Everything's Eventual : 14 Dark Tales;Stephen King;2002.0;Scribner;http://images.amazon.com/images/P/0743235150.01.LZZZZZZZ.jpg;en;['Fiction']
0446605409;Plum Island;Nelson DeMille;1998.0;Warner Books;http://images.amazon.com/images/P/0446605409.01.LZZZZZZZ.jpg;en;['Fiction']
0671701231;The Anastasia Syndrome;Mary Higgins Clark;1991.0;Pocket;http://images.amazon.com/images/P/0671701231.01.LZZZZZZZ.jpg;9;9
0312265859;Hard Eight : A Stephanie Plum Novel (A Stephanie Plum Novel);Janet Evanovich;2002.0;St. Martin's Press;http://images.amazon.com/images/P/0312265859.01.LZZZZZZZ.jpg;en;['Fiction']
0373484232;Stanislaski Sisters;Nora Roberts;2001.0;Silhouette;http://images.amazon.com/images/P/0373484232.01.LZZZZZZZ.jpg;9;9
0553280414;A Separate Peace;John Knowles;1985.0;Bantam Books;http://images.amazon.com/images/P/0553280414.01.LZZZZZZZ.jpg;en;['Fiction']
0451163524;The Drawing of the Three (The Dark Tower, Book 2);Stephen King;1997.0;Signet Book;http://images.amazon.com/images/P/0451163524.01.LZZZZZZZ.jpg;en;['Fiction']
0345439104;Drowning Ruth (Oprah's Book Club);CHRISTINA SCHWARZ;2001.0;Ballantine Books;http://images.amazon.com/images/P/0345439104.01.LZZZZZZZ.jpg;9;9
0385503822;The Summons;John Grisham;2002.0;Doubleday Books;http://images.amazon.com/images/P/0385503822.01.LZZZZZZZ.jpg;en;['Fiction']
0609804138;The Sweet Potato Queens' Book of Love;JILL CONNER BROWNE;1999.0;Three Rivers Press;http://images.amazon.com/images/P/0609804138.01.LZZZZZZZ.jpg;en;['Family & Relationships']
0312924801;September;Rosamunde Pilcher;1991.0;St. Martin's Press;http://images.amazon.com/images/P/0312924801.01.LZZZZZZZ.jpg;en;['Fiction']
0316693251;Roses Are Red;James Patterson;2000.0;Little Brown and Company;http://images.amazon.com/images/P/0316693251.01.LZZZZZZZ.jpg;9;9
0060740450;One Hundred Years of Solitude (Oprah's Book Club);Gabriel Garcia Marquez;2004.0;Perennial;http://images.amazon.com/images/P/0060740450.01.LZZZZZZZ.jpg;9;9
0061097101;The Saving Graces: A Novel;Patricia Gaffney;2000.0;HarperTorch;http://images.amazon.com/images/P/0061097101.01.LZZZZZZZ.jpg;en;['Fiction']
0316777722;Me Talk Pretty One Day;David Sedaris;2000.0;Little, Brown;http://images.amazon.com/images/P/0316777722.01.LZZZZZZZ.jpg;9;9
0345435168;Open House (Oprah's Book Club (Paperback));Elizabeth Berg;2001.0;Ballantine Books;http://images.amazon.com/images/P/0345435168.01.LZZZZZZZ.jpg;en;['Fiction']
0385720955;The Blind Assassin;Margaret Atwood;2001.0;Anchor Books/Doubleday;http://images.amazon.com/images/P/0385720955.01.LZZZZZZZ.jpg;9;9
042513699X;Turtle Moon;Alice Hoffman;1993.0;Berkley Publishing Group;http://images.amazon.com/images/P/042513699X.01.LZZZZZZZ.jpg;en;['Fiction']
0449221490;L Is for Lawless;Sue Grafton;1996.0;Fawcett Books;http://images.amazon.com/images/P/0449221490.01.LZZZZZZZ.jpg;en;['Fiction']
0449223612;N Is for Noose;Sue Grafton;1999.0;Fawcett Books;http://images.amazon.com/images/P/0449223612.01.LZZZZZZZ.jpg;en;['Fiction']
0451169522;Misery;Stephen King;2004.0;Penguin USA (Paper);http://images.amazon.com/images/P/0451169522.01.LZZZZZZZ.jpg;en;['Fiction']
0451203771;Scarlet Feather;Maeve Binchy;2002.0;Signet Book;http://images.amazon.com/images/P/0451203771.01.LZZZZZZZ.jpg;en;['Fiction']
0451209907;Quentins;Maeve Binchy;2003.0;Signet Book;http://images.amazon.com/images/P/0451209907.01.LZZZZZZZ.jpg;en;['Fiction']
0679444815;Timeline;Michael Crichton;1999.0;Alfred A. Knopf;http://images.amazon.com/images/P/0679444815.01.LZZZZZZZ.jpg;en;['Fiction']
0425121259;The Servants of Twilight;Dean R. Koontz;1996.0;Berkley Publishing Group;http://images.amazon.com/images/P/0425121259.01.LZZZZZZZ.jpg;en;['Fiction']
0553572210;Silent Treatment;Michael Palmer;1996.0;Bantam Books;http://images.amazon.com/images/P/0553572210.01.LZZZZZZZ.jpg;en;['Fiction']
0743467523;Dreamcatcher;Stephen King;2003.0;Pocket;http://images.amazon.com/images/P/0743467523.01.LZZZZZZZ.jpg;en;['Fiction']
0671027662;Coast Road: A Novel;Barbara Delinsky;1999.0;Pocket Books;http://images.amazon.com/images/P/0671027662.01.LZZZZZZZ.jpg;9;9
0345427637;The Angel of Darkness;Caleb Carr;1998.0;Ballantine Books;http://images.amazon.com/images/P/0345427637.01.LZZZZZZZ.jpg;en;['Fiction']
0553213105;Pride and Prejudice;Jane Austen;1981.0;Bantam;http://images.amazon.com/images/P/0553213105.01.LZZZZZZZ.jpg;en;['Fiction']
0679723161;Lolita (Vintage International);VLADIMIR NABOKOV;1989.0;Vintage;http://images.amazon.com/images/P/0679723161.01.LZZZZZZZ.jpg;9;9
0449221512;I Is for Innocent;Sue Grafton;1994.0;Fawcett Books;http://images.amazon.com/images/P/0449221512.01.LZZZZZZZ.jpg;en;['Fiction']
1400031362;Morality for Beautiful Girls (No.1 Ladies Detective Agency);Alexander McCall Smith;2002.0;Anchor;http://images.amazon.com/images/P/1400031362.01.LZZZZZZZ.jpg;en;['Fiction']
0679745203;The English Patient;Michael Ondaatje;1996.0;Vintage Books USA;http://images.amazon.com/images/P/0679745203.01.LZZZZZZZ.jpg;en;['Fiction']
034543479X;A Widow for One Year;JOHN IRVING;2001.0;Fawcett;http://images.amazon.com/images/P/034543479X.01.LZZZZZZZ.jpg;9;9
0375705198;Amy and Isabelle : A novel;ELIZABETH STROUT;2000.0;Vintage;http://images.amazon.com/images/P/0375705198.01.LZZZZZZZ.jpg;9;9
0156028778;The Crimson Petal and the White;Michel Faber;2003.0;Harvest Books;http://images.amazon.com/images/P/0156028778.01.LZZZZZZZ.jpg;9;9
0312952716;A Simple Plan;Scott Smith;1994.0;St. Martin's Press;http://images.amazon.com/images/P/0312952716.01.LZZZZZZZ.jpg;9;9
0312980140;Seven Up (A Stephanie Plum Novel);Janet Evanovich;2002.0;St. Martin's Paperbacks;http://images.amazon.com/images/P/0312980140.01.LZZZZZZZ.jpg;9;9
038550120X;A Painted House;JOHN GRISHAM;2001.0;Doubleday;http://images.amazon.com/images/P/038550120X.01.LZZZZZZZ.jpg;9;9
044022103X;One True Thing;Anna Quindlen;1995.0;Dell;http://images.amazon.com/images/P/044022103X.01.LZZZZZZZ.jpg;en;['Fiction']
0440224705;Hard Time (V.I. Warshawski Novels (Paperback));SARA PARETSKY;2000.0;Dell;http://images.amazon.com/images/P/0440224705.01.LZZZZZZZ.jpg;en;['Fiction']
0553574663;The Grilling Season;Diane Mott Davidson;1998.0;Bantam Books;http://images.amazon.com/images/P/0553574663.01.LZZZZZZZ.jpg;en;['Fiction']
0553578308;Tough Cookie;Diane Mott Davidson;2001.0;Bantam Books;http://images.amazon.com/images/P/0553578308.01.LZZZZZZZ.jpg;en;['Fiction']
0553580930;A Man in Full;Tom Wolfe;1999.0;Bantam;http://images.amazon.com/images/P/0553580930.01.LZZZZZZZ.jpg;9;9
0670894605;The Secret Life of Bees;Sue Monk Kidd;2002.0;Viking Books;http://images.amazon.com/images/P/0670894605.01.LZZZZZZZ.jpg;en;['African American women']
0679744398;All the Pretty Horses (The Border Trilogy, Vol 1);CORMAC MCCARTHY;1993.0;Vintage;http://images.amazon.com/images/P/0679744398.01.LZZZZZZZ.jpg;en;['Fiction']
0804105820;It Was on Fire When I Lay Down on It;Robert Fulghum;1993.0;Ivy Books;http://images.amazon.com/images/P/0804105820.01.LZZZZZZZ.jpg;en;['Literary Collections']
080411109X;The Hundred Secret Senses;Amy Tan;1996.0;Ivy Books;http://images.amazon.com/images/P/080411109X.01.LZZZZZZZ.jpg;en;['Fiction']
0812570944;What Dreams May Come : A Novel;Richard Matheson;1998.0;Tor Books;http://images.amazon.com/images/P/0812570944.01.LZZZZZZZ.jpg;en;['Fiction']
1573221937;How to Be Good;Nick Hornby;2001.0;Riverhead Books;http://images.amazon.com/images/P/1573221937.01.LZZZZZZZ.jpg;9;9
0671670689;Dawn (Cutler);V.C. Andrews;1990.0;Pocket;http://images.amazon.com/images/P/0671670689.01.LZZZZZZZ.jpg;en;['Fiction']
0399146253;The Last Precinct;Patricia Daniels Cornwell;2000.0;Putnam Publishing Group;http://images.amazon.com/images/P/0399146253.01.LZZZZZZZ.jpg;en;['Materia medica']
0446604232;Exclusive;Sandra Brown;1997.0;Warner Books;http://images.amazon.com/images/P/0446604232.01.LZZZZZZZ.jpg;en;['Fiction']
0446667900;A Darkness More Than Night;Michael Connelly;2002.0;Warner Vision;http://images.amazon.com/images/P/0446667900.01.LZZZZZZZ.jpg;9;9
0553569031;Gone But Not Forgotten;PHILLIP M. MARGOLIN;1994.0;Bantam;http://images.amazon.com/images/P/0553569031.01.LZZZZZZZ.jpg;en;['Fiction']
0553571885;A Thin Dark Line (Mysteries & Horror);TAMI HOAG;1998.0;Bantam;http://images.amazon.com/images/P/0553571885.01.LZZZZZZZ.jpg;en;['Fiction']
0671011375;Death du Jour;Kathy Reichs;2000.0;Pocket;http://images.amazon.com/images/P/0671011375.01.LZZZZZZZ.jpg;9;9
0671743058;Boy's Life;Robert McCammon;1992.0;Pocket;http://images.amazon.com/images/P/0671743058.01.LZZZZZZZ.jpg;9;9
0425083837;The Hunt for Red October;Tom Clancy;1985.0;Berkley Publishing Group;http://images.amazon.com/images/P/0425083837.01.LZZZZZZZ.jpg;en;['Fiction']
0553279378;I Know Why the Caged Bird Sings;MAYA ANGELOU;1983.0;Bantam;http://images.amazon.com/images/P/0553279378.01.LZZZZZZZ.jpg;9;9
0345354621;The Terminal Man;Michael Crichton;1988.0;Ballantine Books;http://images.amazon.com/images/P/0345354621.01.LZZZZZZZ.jpg;en;['Fiction']
0671727796;The Color Purple;Alice Walker;1990.0;Pocket;http://images.amazon.com/images/P/0671727796.01.LZZZZZZZ.jpg;en;['Fiction']
0316781142;The Last Time They Met : A Novel;Anita Shreve;2001.0;Little, Brown;http://images.amazon.com/images/P/0316781142.01.LZZZZZZZ.jpg;en;['Fiction']
1400031346;The No. 1 Ladies' Detective Agency;Alexander McCall Smith;2002.0;Anchor (UK);http://images.amazon.com/images/P/1400031346.01.LZZZZZZZ.jpg;9;9
0373825013;Whirlwind (Tyler, Book 1);Nancy Martin;1992.0;Harlequin;http://images.amazon.com/images/P/0373825013.01.LZZZZZZZ.jpg;en;['Fiction']
0425147584;Debt of Honor (Jack Ryan Novels);Tom Clancy;1997.0;Berkley Publishing Group;http://images.amazon.com/images/P/0425147584.01.LZZZZZZZ.jpg;9;9
0670865796;The Deep End of the Ocean (Oprah's Book Club (Hardcover));Jacquelyn Mitchard;1996.0;Penguin USA;http://images.amazon.com/images/P/0670865796.01.LZZZZZZZ.jpg;en;['Fiction']
0425192725;Q Is for Quarry;Sue Grafton;2003.0;Berkley Publishing Group;http://images.amazon.com/images/P/0425192725.01.LZZZZZZZ.jpg;en;['Fiction']
0440212561;Outlander;DIANA GABALDON;1992.0;Dell;http://images.amazon.com/images/P/0440212561.01.LZZZZZZZ.jpg;en;['Fiction']
